source,target
Dowis_etal_2003,Rome_etal_2000
Dowis_etal_2003,Sepulveda_2000_b
Dowis_etal_2003,Sepulveda_etal_2003
Dowis_etal_2003,Shadwick_etal_1999
Dowis_etal_2003,Shadwick_etal_1998
Dowis_etal_2003,Videler_1985
Dowis_etal_2003,VidelerHess_1984
Dowis_etal_2003,Wardle_etal_1995
Dowis_etal_2003,Webb_1975
Dowis_etal_2003,Webb_1978_c
Dowis_etal_2003,Webb_1998
Dowis_etal_2003,Westneat_etal_1993
Dowis_etal_2003,Westneat_2001
el_Daou_etal_2012,Liu_2004
el_Daou_etal_2012,Liu_2003
el_Daou_etal_2012,Chen_etal_2010
el_Daou_etal_2012,Valdivia_y_Alvarado_2007
el_Daou_etal_2012,Thomson_1981
el_Daou_etal_2012,Junkins_1993
el_Daou_etal_2012,Baruh_1999
el_Daou_etal_2012,Wagg_2010
el_Daou_etal_2012,Adhikari_2009
el_Daou_etal_2012,Rao_2004
el_Daou_etal_2012,Streitlien_etal_1996
el_Daou_etal_2012,Kumph_2003
el_Daou_etal_2012,LiuHu_2005
Epps_etal_2009,Anderson_etal_1998
Epps_etal_2009,AndersonChhabra_2002
Epps_etal_2009,Bandyopadhyay_etal_1997
Epps_etal_2009,Bandyopadhyay_2005
Epps_etal_2009,Borazjani_2008
Epps_etal_2009,Buchholz_2006
Epps_etal_2009,Childress_1981
Epps_etal_2009,Fish_2006
Epps_etal_2009,Garner_etal_2000
Epps_etal_2009,Karniadakis_1989
Epps_etal_2009,Lauder_etal_2007
Epps_etal_2009,Liao_etal_2003_b
Epps_etal_2009,Licht_etal_2004
Epps_etal_2009,Lighthill_1960
Epps_etal_2009,Lighthill_1975
Epps_etal_2009,Nauen_2002
Epps_etal_2009,Newman_1973
Epps_etal_2009,Sfakiotakis_etal_1999
Epps_etal_2009,Raffel_etal_2002
Epps_etal_2009,Epps_2007
Epps_etal_2009,Streitlien_1998
Epps_etal_2009,Techet_etal_2003
Epps_etal_2009,Triantafyllou_etal_1986
Epps_etal_2009,Triantafyllou_etal_1993
Epps_etal_2009,Triantafyllou_1995
Epps_etal_2009,Triantafyllou_etal_1991
Epps_etal_2009,Triantafyllou_etal_2000
Epps_etal_2009,Tytell_2004_b
Epps_etal_2009,Valdivia_y_Alvarado_2007
Epps_etal_2009,Valdivia_y_Alvarado_2006
Epps_etal_2009,von_Kármán_1935
Epps_etal_2009,Videler_1993
Epps_etal_2009,Valdivia_y_Alvarado_2008
Epps_etal_2009,Wolfgang_etal_1999
Epps_etal_2009,Wardle_etal_1995
Epps_etal_2009,Wu_1971
Epps_etal_2009,Yu_etal_2004
Feng_etal_2011,HarperBlake_1990
Feng_etal_2011,Weihs_1973
Feng_etal_2011,Blake_2004
Feng_etal_2011,Triantafyllou_etal_2000
Feng_etal_2011,Conte_etal_2010
Feng_etal_2011,Harper_1991
Feng_etal_2011,Frith_1991
Feng_etal_2011,Lighthill_1970
Feng_etal_2011,Frith_1995
Feng_etal_2011,Webb_1982
Feng_etal_2020,Liljeback_2014
Feng_etal_2020,Sfakiotakis_etal_2007
Feng_etal_2020,Bayat_etal_2016
Feng_etal_2020,Barrett_1988
Feng_etal_2020,Stefanini_etal_2012
Feng_etal_2020,Marchese_etal_2014
Feng_etal_2020,Lau_etal_2015
Feng_etal_2020,Chen_etal_2012
Feng_etal_2020,Zhou_2012
Feng_etal_2020,Chew_etal_2015
Feng_etal_2020,Najem_etal_2012
Feng_etal_2020,Sfakiotakis_etal_2015
Feng_etal_2020,Lighthill_1970
Feng_etal_2020,Carling_etal_1998
Feng_etal_2020,Clark_1970
Feng_etal_2020,McIsaac_2002
Feng_etal_2020,Coral_etal_2017
Feng_etal_2020,Wang_etal_2017
Feng_etal_2020,Jun_2018
Feng_etal_2020,Gorissen_etal_2019
Feng_etal_2020,Gorissen_etal_2016
Feng_etal_2020,Galloway_etal_2016
Feng_etal_2020,Polygerinos_etal_2015
Feng_etal_2020,Rus_2015
Feng_etal_2020,Mirvakili_2018
Feng_etal_2020,Shintake_etal_2018
Feng_etal_2020,Boyraz_etal_2018
Feng_etal_2020,Wakimoto_etal_2012
Feng_etal_2020,Martinez_etal_2013
Feng_etal_2020,Majidi_2014
Feng_etal_2020,Byrne_etal_2018
Feng_etal_2020,Sun_etal_2017_b
Feng_etal_2020,Westphal_etal_2011
Feng_etal_2020,Sun_etal_2013
Feng_etal_2020,Sun_etal_2017
Feng_etal_2020,Jiao_etal_2019
Feng_etal_2020,Sun_etal_2016
Feng_etal_2020,Sun_etal_2015
Feng_etal_2020,Katzschmann_etal_2018
Feng_etal_2020,Kern_2006
FujiwaraYamaguchi_2017,Breder_1926
FujiwaraYamaguchi_2017,Hoar_1978
FujiwaraYamaguchi_2017,Sumoto_2010
FujiwaraYamaguchi_2017,Fujiwara_2014
FujiwaraYamaguchi_2017,Fujiwara_2015
FujiwaraYamaguchi_2017,Hirata_etal_2002
FujiwaraYamaguchi_2017,Zhao_etal_2015
FujiwaraYamaguchi_2017,Takeuchi_etal_2004
FujiwaraYamaguchi_2017,Sfakiotakis_etal_1999
FujiwaraYamaguchi_2017,Nagai_etal_1996
FujiwaraYamaguchi_2017,Yokoto_etal_2008
FujiwaraYamaguchi_2017,Onitsuka_etal_2009
FujiwaraYamaguchi_2017,Jones_1946
FujiwaraYamaguchi_2017,Spreiter_1948
FujiwaraYamaguchi_2017,Weber_etal_1951
FujiwaraYamaguchi_2017,Lighthill_1960
FujiwaraYamaguchi_2017,Lighthill_1969
FujiwaraYamaguchi_2017,Lighthill_1970
FujiwaraYamaguchi_2017,Lighthill_1971
FujiwaraYamaguchi_2017,Kopman_2013
Gibouin_etal_2018,Theodorsen_1935
Gibouin_etal_2018,Garrick_1936
Gibouin_etal_2018,Koochesfahani_1987
Gibouin_etal_2018,Triantafyllou_etal_1993
Gibouin_etal_2018,Schouveiler_etal_2005
Gibouin_etal_2018,Anderson_etal_1998
Gibouin_etal_2018,Read_etal_2003
Gibouin_etal_2018,Lighthill_1960
Gibouin_etal_2018,Lighthill_1970
Gibouin_etal_2018,Moored_etal_2012
Gibouin_etal_2018,Dewey_etal_2013
Gibouin_etal_2018,Marais_etal_2012
Gibouin_etal_2018,Alben_etal_2012
Gibouin_etal_2018,Quinn_etal_2014
Gibouin_etal_2018,Paraz_etal_2014
Gibouin_etal_2018,Paraz_etal_2016
Gibouin_etal_2018,Richards_2015
Gibouin_etal_2018,Esposito_etal_2012
Gibouin_etal_2018,Park_etal_2017
Gibouin_etal_2018,Ramananarivo_etal_2011
Gibouin_etal_2018,Gazzola_etal_2015
Gibouin_etal_2018,Gazzola_etal_2014
Gibouin_etal_2018,Triantafyllou_etal_1991
Gibouin_etal_2018,Triantafyllou_etal_2000
Gibouin_etal_2018,Rohr_2004
Gibouin_etal_2018,Saadat_etal_2017
Gibouin_etal_2018,Bainbridge_1958
Gibouin_etal_2018,HunterZweifel_1971
Gibouin_etal_2018,Chopra_1977
Gibouin_etal_2018,Karpouzian_etal_1990
Gibouin_etal_2018,Dong_etal_2006
Gibouin_etal_2018,Buchholz_2008
Gibouin_etal_2018,Green_2008
Gibouin_etal_2018,Lighthill_1969
Gibouin_etal_2018,Floryan_etal_2017
Gibouin_etal_2018,Triantafyllou_1995
Gibouin_etal_2018,van_Buren_etal_2018
Gibouin_etal_2018,Hu_2006
Gibouin_etal_2018,Boyer_etal_2009
Gibouin_etal_2018,Valdivia_y_Alvarado_2007
Gibouin_etal_2018,Stefanini_etal_2012
Gibouin_etal_2018,el_Daou_etal_2012
Gibouin_etal_2018,Cha_etal_2016
Gibouin_etal_2018,Pineirua_etal_2017
Gibouin_etal_2018,Crespi_etal_2013
Gibouin_etal_2018,Leclercq_2018
Gibouin_etal_2018,Batchelor_2000
Gibouin_etal_2018,Bianchi_etal_2007
HarperBlake_1990,Dubois_etal_1976
HarperBlake_1990,Eaton_etal_1977
HarperBlake_1990,Eaton_etal_1988
HarperBlake_1990,Eaton_etal_1984
HarperBlake_1990,Fierstine_1968
HarperBlake_1990,Gero_1952
HarperBlake_1990,Gray_1953
HarperBlake_1990,Harper_1988
HarperBlake_1990,Harper_1989_b
HarperBlake_1990,Hertel_1966
HarperBlake_1990,Lanczos_1956
HarperBlake_1990,Lauder_1982
HarperBlake_1990,Lighthill_1975
HarperBlake_1990,Meriam_1975
HarperBlake_1990,RandLauder_1981
HarperBlake_1990,Richardson_1985
HarperBlake_1990,Tilley_1974
HarperBlake_1990,Webb_1975_b
HarperBlake_1990,Webb_1976
HarperBlake_1990,Webb_1977
HarperBlake_1990,Webb_1978_b
HarperBlake_1990,Webb_1983_b
HarperBlake_1990,Webb_1984_c
HarperBlake_1990,Webb_1986_c
HarperBlake_1990,Webb_1981_b
HarperBlake_1990,Webb_1980_b
HarperBlake_1990,Weihs_1973
HarperBlake_1990,Weihs_1983
Hirata_etal_2000,Ura_1994
Hirata_etal_2000,Nagai_1998
Hirata_etal_2000,Iwai_etal_1998
Hirata_etal_2000,Isshiki_1979
Howe_etal_2021,Akanyeti_2020
Howe_etal_2021,AndersonChhabra_2002
Howe_etal_2021,Bal_2019
Howe_etal_2021,Blevins_2013
Howe_etal_2021,Borazjani_2010
Howe_etal_2021,CenErturk_2013
Howe_etal_2021,Chen_etal_2019
Howe_etal_2021,Chen_etal_2018
Howe_etal_2021,Clark_etal_2012
Howe_etal_2021,Coral_etal_2018
Howe_etal_2021,DomeniciBlake_1991
Howe_etal_2021,Ellerby_etal_2018
Howe_etal_2021,Epstein_2005
Howe_etal_2021,Fish_2013
Howe_etal_2021,Hirata_etal_2000
Howe_etal_2021,Howe_2020
Howe_etal_2021,Ming_etal_2014
Howe_etal_2021,Ijspeert_2008
Howe_etal_2021,Jayne_1993
Howe_etal_2021,Jian-Xin_2011
Howe_etal_2021,Jindong_2005
Howe_etal_2021,Yu_etal_2003
Howe_etal_2021,Kelasidi_etal_2014
Howe_etal_2021,Lauder_etal_2018
Howe_etal_2021,Lighthill_1960
Howe_etal_2021,Maladen_etal_2011
Howe_etal_2021,McClelland_1839
Howe_etal_2021,Ming_etal_2013
Howe_etal_2021,Morgansen_etal_2007
Howe_etal_2021,Neveln_etal_2013
Howe_etal_2021,NiuXu_2014
Howe_etal_2021,Ozmen_etal_2018
Howe_etal_2021,Phamduy_etal_2017
Howe_etal_2021,Pin_2011
Howe_etal_2021,Ren_etal_2012
Howe_etal_2021,Su_etal_2011
Howe_etal_2021,Su_etal_2014
Howe_etal_2021,Tomie_etal_2005
Howe_etal_2021,Tytell_2011
Howe_etal_2021,Wang_etal_2019
Howe_etal_2021,Wang_etal_2014
Howe_etal_2021,Wang_etal_2011_b
Howe_etal_2021,Wang_etal_2013
Howe_etal_2021,Webb_2001
Howe_etal_2021,Wu_etal_2015
Howe_etal_2021,Xie_etal_2020
Howe_etal_2021,Xie_etal_2019
Howe_etal_2021,Yuan_etal_2015
Howe_etal_2021,Zhang_etal_2016
Howe_etal_2021,Yang_etal_2018
Howe_etal_2021,Yu_etal_2018
Howe_etal_2021,Yu_etal_2006
Howe_etal_2021,Yu_etal_2008
Howe_etal_2021,Yu_etal_2016_b
Howe_etal_2021,Yu_2020
Howe_etal_2021,Yu_etal_2007
Howe_etal_2021,Yu_etal_2009
Howe_etal_2021,Zhong_etal_2017b
Howe_etal_2021,Zhong_etal_2018_c
Howe_etal_2022,Aguilar_etal_2016
Howe_etal_2022,Astley_2016
Howe_etal_2022,Blake_1979
Howe_etal_2022,Borazjani_2010
Howe_etal_2022,Boulenger_1895
Howe_etal_2022,Brönmark_1992
Howe_etal_2022,Burns_2019
Howe_etal_2022,Claverie_2014
Howe_etal_2022,Costa-Pereira_2016
Howe_etal_2022,Domenici_etal_2008
Howe_etal_2022,Eigenmann_1903
Howe_etal_2022,Feilich_2016
Howe_etal_2022,Feilich_2015
Howe_etal_2022,Felsenstein_1985
Howe_etal_2022,Fernando_etal_2018
Howe_etal_2022,Pollux_2018
Howe_etal_2022,Foster_etal_2015
Howe_etal_2022,Franssen_etal_2013
Howe_etal_2022,Garland_1994
Howe_etal_2022,George_2019
Howe_etal_2022,Gerry_etal_2016
Howe_etal_2022,Gerstner_1998
Howe_etal_2022,Gerstner_1999
Howe_etal_2022,Haas_etal_2015
Howe_etal_2022,Howe_2020
Howe_etal_2022,Howe_etal_2021
Howe_etal_2022,Howe_etal_2021_b
Howe_etal_2022,Istead_etal_2015
Howe_etal_2022,Jayne_1993
Howe_etal_2022,Langerhans_2009
Howe_etal_2022,Lauder_1996
Howe_etal_2022,Moody_2018
Howe_etal_2022,Nilsson_etal_1995
Howe_etal_2022,Price_etal_2019
Howe_etal_2022,Rubio-Gracia_etal_2020
Howe_etal_2022,Schrank_etal_1999
Howe_etal_2022,Shelton_etal_2014
Howe_etal_2022,Singh_2012
Howe_etal_2022,Svozil_etal_2020
Howe_etal_2022,Tangorra_etal_2010
Howe_etal_2022,Thandiackal_2020
Howe_etal_2022,Tytell_2006
Howe_etal_2022,Tytell_2008
Howe_etal_2022,van_Buren_etal_2017
Howe_etal_2022,Wahl_1988
Howe_etal_2022,Walker_2004
Howe_etal_2022,Walker_2002_b
Howe_etal_2022,Webb_1978
Howe_etal_2022,Webb_1983_b
Howe_etal_2022,Westneat_etal_1998
Howe_etal_2022,Wolf_etal_2020
Howe_etal_2022,Yan_etal_2013
HunterZweifel_1971,Alexander_1959
HunterZweifel_1971,Alexander_1959_b
HunterZweifel_1971,Bainbridge_1958
HunterZweifel_1971,Bainbridge_1960
HunterZweifel_1971,Beamish_1966
HunterZweifel_1971,Conway_etal_1970
HunterZweifel_1971,Fierstine_1968
HunterZweifel_1971,Gray_1968
HunterZweifel_1971,Hester_1967
HunterZweifel_1971,Hunter_1966
HunterZweifel_1971,Magnuson_1970
HunterZweifel_1971,Magnuson_1966
HunterZweifel_1971,Olson_1967
HunterZweifel_1971,Tranter_1968
HunterZweifel_1971,Yuen_1966
Hu_etal_2015,Sfakiotakis_etal_1999
Hu_etal_2015,Fish_2013
Hu_etal_2015,Su_etal_2014
Hu_etal_2015,LiuHu_2010
Hu_etal_2015,Zhao_etal_2009
Hu_etal_2015,Guo_2009
Hu_etal_2015,Barrett_etal_1999
Hu_etal_2015,Valdivia_y_Alvarado_2006
Hu_etal_2015,Hu_etal_2009
Hu_etal_2015,Wen_etal_2012
Hu_etal_2015,AndersonChhabra_2002
Hu_etal_2015,Liang_etal_2011
Hu_etal_2015,Hirata_2000
Hu_etal_2015,Morgansen_etal_2007
Hu_etal_2015,Kato_2000
Hu_etal_2015,Hu_etal_2007
Hu_etal_2015,Palmisano_etal_2012
Hu_etal_2015,Tangorra_etal_2011
Hu_etal_2015,Yang_etal_2009
Hu_etal_2015,Zhou_2012
Hu_etal_2015,Moored_2011
Hu_etal_2015,Cai_2010
Hu_etal_2015,Curet_etal_2011_b
Hu_etal_2015,Low_2009
Hu_etal_2015,Hu_etal_2009_b
Hu_etal_2015,Palmre_etal_2013
Hu_etal_2015,Aureli_etal_2010
Hu_etal_2015,Yan_etal_2012
Hu_etal_2015,Rossi_etal_2011
Hu_etal_2015,CenErturk_2013
Hu_etal_2015,Zhang_etal_2010
Hu_etal_2015,Bandyopadhyay_2005
Hu_etal_2015,Summers_2004_c
Hu_etal_2015,Ijspeert_2008
Hu_etal_2015,Righetti_2008
Hu_etal_2015,Seo_etal_2010
Hu_etal_2015,Wang_etal_2013
Hu_etal_2015,Guckenheimer_1983
Hu_etal_2015,Pikovsky_etal_2001
Hu_etal_2015,Petrich_2011
Hu_etal_2015,Leonard_1997
Hu_etal_2015,Titterton_2004
Hu_etal_2015,Riegels_1958
Hu_etal_2015,Healey_1995
Hu_etal_2015,Ogata_2009
Hu_etal_2015,Park_etal_2012
Hu_etal_2015,Triantafyllou_etal_1993
Hu_etal_2015,Allen_etal_1997
Hu_etal_2015,Jun_etal_2009
JayneLauder_1995,Bainbridge_1963
JayneLauder_1995,Fierstine_1968
JayneLauder_1995,Fish_1993
JayneLauder_1995,Frolich_1992
JayneLauder_1995,Gibb_etal_1994
JayneLauder_1995,Gray_1968
JayneLauder_1995,Grillner_1976
JayneLauder_1995,Jayne_1988
JayneLauder_1995,Jayne_1993
JayneLauder_1995,Jayne_1994
JayneLauder_1995,Lighthill_1971
JayneLauder_1995,Lindsey_1978
JayneLauder_1995,Long_1992
JayneLauder_1995,Mabee_1993
JayneLauder_1995,Rome_etal_1990
JayneLauder_1995,Rome_etal_1988
JayneLauder_1995,Rome_1991
JayneLauder_1995,Rome_etal_1993
JayneLauder_1995,Scott_1973
JayneLauder_1995,Straney_1990
JayneLauder_1995,Leeuwen_etal_1990
JayneLauder_1995,VidelerHess_1984
JayneLauder_1995,Videler_1978
JayneLauder_1995,Wainwright_1983
JayneLauder_1995,Webb_1975
JayneLauder_1995,Webb_1982_b
JayneLauder_1995,Webb_1988
JayneLauder_1995,Webb_1992
JayneLauder_1995,Webb_1993
JayneLauder_1995,Webb_etal_1984
JayneLauder_1995,Williams_etal_1989
JayneLauder_1995,Zar_1984
Jezov_etal_2012,Webb_1998_b
Jezov_etal_2012,Gerstner_1998_b
Jezov_etal_2012,Gertsner_1998_c
Jezov_etal_2012,Liao_2007
Jezov_etal_2012,Liao_etal_2003
Jezov_etal_2012,Gopalkrishnan_etal_1994
Jezov_etal_2012,Triantafyllou_etal_2002
Jezov_etal_2012,Venturelli_etal_2012
Jezov_etal_2012,SalumaeKruusmaa_2011
Jezov_etal_2012,Liao_etal_2003_b
Katzschmann_etal_2016,Albu-Schaffer_etal_2008
Katzschmann_etal_2016,Correll_etal_2010
Katzschmann_etal_2016,Onal_etal_2011
Katzschmann_etal_2016,Marchese_etal_2011
Katzschmann_etal_2016,Marchese_etal_2014
Katzschmann_etal_2016,Barrett_1988
Katzschmann_etal_2016,Triantafyllou_1995
Katzschmann_etal_2016,Zhong_etal_2009
Katzschmann_etal_2016,LiuHu_2010
Katzschmann_etal_2016,Wen_etal_2012_b
Katzschmann_etal_2016,Rossi_etal_2011
Katzschmann_etal_2016,Trivedi_etal_2008
Katzschmann_etal_2016,Laschi_etal_2012
Katzschmann_etal_2016,el_Daou_etal_2011
Katzschmann_etal_2016,el_Daou_etal_2012
Katzschmann_etal_2016,Valdivia_y_Alvarado_2006
Katzschmann_etal_2016,Long_etal_2011
Katzschmann_etal_2016,Long_etal_2011_b
Katzschmann_etal_2016,Shen_etal_2013
Katzschmann_etal_2016,Suzumori_etal_2007
Katzschmann_etal_2016,Lauder_etal_2012
Katzschmann_etal_2016,Alben_etal_1994
Katzschmann_etal_2016,Karassik_etal_2008
Katzschmann_etal_2016,Mireles_etal_2011
Katzschmann_etal_2016,Drucker_1999
Katzschmann_etal_2018,Krause_etal_2011
Katzschmann_etal_2018,Miklósi_2012
Katzschmann_etal_2018,Bogue_2015
Katzschmann_etal_2018,Marras_2012
Katzschmann_etal_2018,Southall_etal_2007
Katzschmann_etal_2018,Butail_2015
Katzschmann_etal_2018,Hines_etal_2017
Katzschmann_etal_2018,Chu_etal_2012
Katzschmann_etal_2018,Raj_2016
Katzschmann_etal_2018,Marchese_etal_2014
Katzschmann_etal_2018,Marras_etal_2012
Katzschmann_etal_2018,Katzschmann_etal_2014
Katzschmann_etal_2018,Delpreto_etal_2015
Katzschmann_etal_2018,Wilson_etal_2013
Katzschmann_etal_2018,Seok_etal_2015
Katzschmann_etal_2018,Beal_etal_2006
Katzschmann_etal_2018,AndersonChhabra_2002
Katzschmann_etal_2018,Pavlov_etal_2017
Katzschmann_etal_2018,Rus_etal_2015
Katzschmann_etal_2018,Trivedi_etal_2008
Katzschmann_etal_2018,Kim_etal_2013
Katzschmann_etal_2018,Laschi_etal_2016
Katzschmann_etal_2018,Marchese_etal_2013
Katzschmann_etal_2018,Phamduy_etal_2016
Katzschmann_etal_2018,Suzumori_etal_2007
Katzschmann_etal_2018,Cloitre_etal_2014
Katzschmann_etal_2018,Li_etal_2017
Katzschmann_etal_2018,Stefanini_etal_2012
Katzschmann_etal_2018,Manfredi_etal_2013
Katzschmann_etal_2018,Calisti_etal_2011
Katzschmann_etal_2018,Serchi_etal_2013
Katzschmann_etal_2018,Akyildiz_etal_2005
Katzschmann_etal_2018,Martins_etal_2014
Katzschmann_etal_2018,Sanchez_etal_2012
Katzschmann_etal_2018,Fischer_etal_2007
Katzschmann_etal_2018,Tan_etal_2006
Katzschmann_etal_2018,Georgiades_etal_2004
Katzschmann_etal_2018,Vasilescu_etal_2010
Katzschmann_etal_2018,Behbahani_2016
Katzschmann_etal_2018,Zhao_etal_2015_b
Katzschmann_etal_2018,Mazumdar_etal_2008
Katzschmann_etal_2018,Valdivia_y_Alvarado_2005_b
Katzschmann_etal_2018,Katz_etal_2001
Katzschmann_etal_2018,Videler_1993
Katzschmann_etal_2018,Videler_2015
Katzschmann_etal_2018,Halloy_etal_2007
Katzschmann_etal_2018,Butler_etal_2006
Katzschmann_etal_2018,Kim_etal_2009
Katzschmann_etal_2018,Landgraf_etal_2011
Katzschmann_etal_2018,Romano_etal_2017
Katzschmann_etal_2018,Abaid_etal_2012
Katzschmann_etal_2018,Bonnet_etal_2016
Katzschmann_etal_2018,Phamduy_etal_2014
Katzschmann_etal_2018,Kalantar_2007
Katzschmann_etal_2018,Freitag_etal_2001
Katzschmann_etal_2018,Schmickl_etal_2011
Katzschmann_etal_2018,Polverini_etal_2012
Katzschmann_etal_2018,Cianca_etal_2013
Katzschmann_etal_2018,Ruberto_etal_2016
Katzschmann_etal_2018,Bonnet_etal_2016_b
Katzschmann_etal_2018,Romano_etal_2017_b
Katzschmann_etal_2018,Xia_etal_1998
Katzschmann_etal_2018,Cham_etal_2002
Katzschmann_etal_2018,Deimel_2013
Katzschmann_etal_2018,Marchese_etal_2015
Katzschmann_etal_2018,Maccurdy_etal_2016
Katzschmann_etal_2018,Maccurdy_etal_2016_b
Katzschmann_etal_2018,Wehner_etal_2014
Katzschmann_etal_2018,Mcfarland_etal_2003
Katzschmann_etal_2018,Shibuya_etal_2006
Katzschmann_etal_2018,Laine_etal_2015
Katzschmann_etal_2018,Guo_etal_2000
Katzschmann_etal_2018,Davis_etal_2002
Katzschmann_etal_2018,Detweiler_etal_2009
Katzschmann_etal_2018,Cloitre_etal_2012
Katzschmann_etal_2018,Liu_etal_2008
Katzschmann_etal_2018,Che_etal_2010
Katzschmann_etal_2018,Vasilescu_etal_2005
Katzschmann_etal_2018,Doniec_etal_2013
Katzschmann_etal_2018,Doniec_etal_2013_b
Katzschmann_etal_2018,Chitre_etal_2008
Katzschmann_etal_2018,Stojanovic_2009
Katzschmann_etal_2018,Lacovara_2008
Katzschmann_etal_2018,Johnson_etal_1994
Katzschmann_etal_2018,Amundsen_2011
Katzschmann_etal_2018,Popper_etal_2004
Katzschmann_etal_2018,Goertzel_1958
Katzschmann_etal_2018,Read_etal_2013
Katzschmann_etal_2018,Jaffe_etal_2017
Katzschmann_etal_2018,Correll_etal_2014
Katzschmann_etal_2018,Lauder_etal_2012
Katzschmann_etal_2018,Onal_2013
Katzschmann_etal_2018,Alben_etal_2012
Katzschmann_etal_2018,Katzschmann_etal_2016_b
Katzschmann_etal_2018,Åström_2004
Katzschmann_etal_2018,Tucholski_2006
Katzschmann_etal_2018,Cato_1997
Katzschmann_etal_2018,Cato_1997_b
Kumph_2000,Anderson_1996
Kumph_2000,Anderson_1998
Kumph_2000,Anderson_1999
Kumph_2000,Anonymous_1991
Kumph_2000,Barrett_1988
Kumph_2000,Barrett_1994
Kumph_2000,Czarnowski_1997
Kumph_2000,Gharib_etal_1998
Kumph_2000,HarperBlake_1990
Kumph_2000,Wolfgang_1999
Kumph_2000,Kumph_1996
Kumph_2000,Kumph_etal_1999
Kumph_2000,Martin_1995
Kumph_2000,Read_2000
Kumph_2000,Triantafyllou_1995
Kumph_2000,Wright_etal_1996
Lauder_etal_2012,Alben_2008_b
Lauder_etal_2012,Alben_2009_c
Lauder_etal_2012,Alben_2009_b
Lauder_etal_2012,Alben_2010
Lauder_etal_2012,Alben_etal_2012
Lauder_etal_2012,Biewener_1992
Lauder_etal_2012,Borazjani_2010
Lauder_etal_2012,Dong_etal_2012
Lauder_etal_2012,Drucker_2001_b
Lauder_etal_2012,Esposito_etal_2012
Lauder_etal_2012,Feder_etal_1987
Lauder_etal_2012,Felsenstein_2004
Lauder_etal_2012,Flammang_2009
Lauder_etal_2012,Flammang_2008
Lauder_etal_2012,Flammang_2010
Lauder_etal_2012,Flammang_etal_2011_b
Lauder_etal_2012,Flammang_etal_2011
Lauder_etal_2012,Garland_1994
Lauder_etal_2012,Harvery_1991
Lauder_etal_2012,Hedrick_2008
Lauder_etal_2012,Jayne_etal_1996
Lauder_etal_2012,Kardong_1998
Lauder_etal_2012,Koditschek_etal_2004
Lauder_etal_2012,Koehl_etal_2011
Lauder_etal_2012,Lauder_2000
Lauder_etal_2012,Lauder_2006_c
Lauder_etal_2012,Lauder_etal_2007
Lauder_etal_2012,Lauder_etal_2011
Lauder_etal_2012,Lauder_2007
Lauder_etal_2012,Lauder_etal_2011_b
Lauder_etal_2012,Lauder_2006_b
Lauder_etal_2012,Liem_etal_2001
Lauder_etal_2012,Long_1998
Lauder_etal_2012,Long_2012
Lauder_etal_2012,Long_etal_1996_b
Lauder_etal_2012,Long_etal_2002
Lauder_etal_2012,McHenry_etal_1995
Lauder_etal_2012,Mittal_2004
Lauder_etal_2012,Phelan_etal_2010
Lauder_etal_2012,Schultz_2002
Lauder_etal_2012,Standen_2005
Lauder_etal_2012,Tangorra_etal_2011
Lauder_etal_2012,Triantafyllou_1995
Lauder_etal_2012,Tytell_2006
Lauder_etal_2012,Tytell_etal_2010_b
Lauder_etal_2012,Vogel_2003
Lauder_etal_2012,Wainwright_etal_1976
Lauder_etal_2012,Wilga_2002
Lauder_etal_2012,Wilga_2004
Leftwich_etal_2012,Borazjani_2008
Leftwich_etal_2012,Buchholz_2006_b
Leftwich_etal_2012,den_Hartog_1961
Leftwich_etal_2012,Dubois_1978
Leftwich_etal_2012,Ferreira_2011
Leftwich_etal_2012,Flammang_2008
Leftwich_etal_2012,Gillis_1998_b
Leftwich_etal_2012,Gray_1933
Leftwich_etal_2012,Hanke_2004
Leftwich_etal_2012,Hultmark_etal_2007
Leftwich_etal_2012,Jordan_1996
Leftwich_etal_2012,Lauder_2006
Leftwich_etal_2012,Leftwich_2011
Leftwich_etal_2012,Lighthill_1970
Leftwich_etal_2012,Lighthill_1971
Leftwich_etal_2012,Long_1998
Leftwich_etal_2012,Masoud_2010
Leftwich_etal_2012,McHenry_etal_1995
Leftwich_etal_2012,Mentel_etal_2008
Leftwich_etal_2012,Muller_etal_2001
Leftwich_etal_2012,Nauen_2002
Leftwich_etal_2012,Shulte-Pelkum_2007
Leftwich_etal_2012,Shen_etal_2003
Leftwich_etal_2012,Shoele_2009
Leftwich_etal_2012,Smits_2000
Leftwich_etal_2012,Tangorra_etal_2010
Leftwich_etal_2012,Triantafyllou_etal_1993
Leftwich_etal_2012,Tytell_2004
Leftwich_etal_2012,Tytell_etal_2010
Leftwich_etal_2012,Wakeling_etal_2003
Leftwich_etal_2012,Williamson_1988
Leftwich_etal_2012,Wilson_etal_2001
Leftwich_etal_2012,Zhu_2008
Liao_etal_2014,Triantafyllou_1995
Liao_etal_2014,Feng_etal_2011
Liao_etal_2014,Sfakiotakis_etal_1999
Liao_etal_2014,Yang_etal_2011
Liao_etal_2014,Lashkari_etal_2010
Liao_etal_2014,Liu_etal_2005
Liao_etal_2014,Yu_etal_2004
Liao_etal_2014,Guo_etal_2006
Liao_etal_2014,Xinyan_2005
Liao_etal_2014,Chu_etal_2012
Liao_etal_2014,Li_etal_2011
Liao_etal_2014,Li_2012
Liao_etal_2014,Lighthill_1997
