paper,citationKey,robot,Main
"Z. Qian, H. Liu, and Z. Bi, ""Design and testing of a biomimetic fish robot with rapid prototyping,"" Int. J. Syst. Appl. Eng. Develop., vol. 9, pp. 159–166, 2015.",Qian_etal_2015,,FALSE
"V. Kopman, J. Laut, F. Acquaviva, A. Rizzo, and M. Porfiri, ""Dynamic modeling of a robotic fish propelled by a compliant tail,"" IEEE J. Ocean. Eng., vol. 40, no. 1, pp. 209–221, Jan. 2015.",Kopman_etal_2015,,FALSE
"S. B. Behbahani and X. Tan, ""Design and modeling of flexible passive rowing joint for robotic fish pectoral fins,"" IEEE Trans. Robot., vol. 32, no. 5, pp. 1119–1132, Oct. 2016.",Behbahani_2016,,FALSE
"D. Chen, Z. Wu, H. Dong, M. Tan, and J. Yu, ""Exploration of swimming performance for a biomimetic multi-joint robotic fish with a compliant passive joint,"" Bioinspiration Biomimetics, vol. 16, no. 2, 2020, Art. no. 026007.",Chen_etal_2020,,FALSE
"J. Yu, S. Chen, Z. Wu, and W. Wang, ""On a miniature free-swimming robotic fish with multiple sensors,"" Int. J. Adv. Robot. Syst., vol. 13, no. 2, 2016, Art. no. 62, doi: 10.5772/62887.",Yu_etal_2016_c,,FALSE
"D. Korkmaz, Z. H. Akpolat, S. Soygüder, and H. Alli, ""Dynamic simulation model of a biomimetic robotic fish with multi-joint propulsion mechanism,"" Trans. Inst. Meas. Control, vol. 37, no. 5, pp. 684–695, 2015.",Korkmaz_2015,,FALSE
"V. A. Pham, T. T. Nguyen, B. R. Lee, and T. Q. Vo, ""Dynamic analysis of a robotic fish propelled by flexible folding pectoral fins,"" Robotica, vol. 38, no. 4, pp. 699–718, 2020.",Pham_etal_2020,,FALSE
"J. Yu, J. Yuan, Z. Wu, and M. Tan, ""Data-driven dynamic modeling for a swimming robotic fish,"" IEEE Trans. Ind. Electron., vol. 63, no. 9, pp. 5632–5640, Sep. 2016.",Yu_etal_2016_d,,FALSE
"K. A. Morgansen, B. I. Triplett, and D. J. Klein, ""Geometic methods for modeling and control of free-swimming fin-actuated underwater vehicles,"" IEEE Trans. Robot., vol. 23, no. 6, pp. 1184–1199, Dec. 2007.",Morgansen_etal_2007,,FALSE
"F. El-Hawary, The Ocean Engineering Handbook, Boca Raton, FL, USA: CRC, 2000.",El-Hawary_2000,,FALSE
"J. Yuan, J. Yu, Z. Wu, and M. Tan, ""Precise planar motion measurement of a swimming multi-joint robotic fish,"" Sci. China Inf. Sci., vol. 59, no. 9, 2016, Art. no. 92208.",Yuan_etal_2016,,FALSE
"J. Yu, Z. Su, M. Wang, M. Tan, and J. Zhang, ""Control of yaw and pitch maneuvers of a multilink dolphin robot,"" IEEE Trans. Robot., vol. 28, no. 2, pp. 318–329, Apr. 2012.",Yu_etal_2012,,FALSE
"S. Zhang, Y. Qian, P. Liao, F. Qin, and J. Yang, ""Design and control of an agile robotic fish with integrative biomimetic mechanisms,"" IEEE/ASME Trans. Mechatronics, vol. 21, no. 4, pp. 1846–1857, Aug. 2016.",Zhang_etal_2016,,FALSE
"Chong, C. W., Zhong, Y., Zhou, C. L., Low, K. H., Gerald Seet, G. L., & Lim, H. B. (2009). Can the swimming thrust of BCF biomimetics fish be enhanced? 2008 IEEE International Conference on Robotics and Biomimetics, ROBIO 2008, 437–442. https://doi.org/10.1109/ROBIO.2009.4913043",Chong_etal_2009,,TRUE
"N. Kato, Control performance in the horizontal plane of a fish robot with mechanical pectoral fins, IEEE Journal of Oceanic Engineering, vol. 25, pp. 121-129, 2000.",Kato_2000,,FALSE
"S. Saimek and P. Y. Li, Motion planning and control of a swimming machine, International Journal of Robotics Research, vol. 23, pp. 2753, 2004.",Saimek_2004,,FALSE
"M. A. MacIver, E. Fontaine, and J. W. Burdick, Designing future underwater vehicles: Principles and mechanisms of the weakly electric fish, IEEE Journal of Oceanic Engineering, vol. 29, pp. 651-659, 2004.",Maciver_etal_2004,,FALSE
"N. E. Leonard, Control synthesis and adaptation for an underactuated autonomous underwater vehicle, IEEE Journal of Oceanic Engineering, vol. 20, pp. 211-220, 1995.",Leonard_1995,,FALSE
"P. Y. Li and S. Saimek, Modeling and estimation of hydrodynamic potentials, in Proceedings of the IEEE Conference on Decision and Control, Phoenix, Arizona, USA, vol. 4, pp. 3253-3258, 1999.",Li_1999,,FALSE
"C. M. Breder, The locomotion of fishes, Zoologica, vol. 4, pp. 159-297, 1926.",Breder_1926,,FALSE
"C. C. Lindsey, Form, function and locomotory habits in fish, vol. VII Locomotion. New York: Academic Press, 1978.",Lindsey_1978,,FALSE
"Y. Y. G. Taguchi, Y. Wu, Taguchi Methods: Design of Experiments: American Supplier Institute, 1993.",Taguchi_1993,,FALSE
"J. J. Magnuson, Locomotion by scombrid fishes: Hydromechanics, morphology and behavior, Fish Physiology, vol. 7, pp. 239-313, 1978. ",Magnuson_1978,,FALSE
"Conte, J., Modarres-Sadeghi, Y., Watts, M. N., Hover, F. S., & Triantafyllou, M. S. (2010). A fast-starting mechanical fish that accelerates at 40 m s-2. Bioinspiration and Biomimetics, 5(3). https://doi.org/10.1088/1748-3182/5/3/035004",Conte_etal_2010,,TRUE
"Harper D G and Blake R W 1991 Prey capture and the fast-start performance of northern pike, Esox lucius J. Exp.",Harper_1991,,
Kohashi T and Oda Y 2008 Initiation of Mauthner- or non-Mauthner-mediated fast escape evoked by different modes of sensory input J. Neurosci. 28 10641–53,Kohashi_2008,,
McCutcheon C W 1977 Froude propulsive efficiency of a small fish measured by wake visualization Scale Effects in Animal Locomotion ed T J Pedley (London: Academic) pp 339–63,McCutcheon_1977,,
Schriefer J E and Hale M E 2004 Strikes and startles of northern pike (Esox lucius): a comparison of muscle activity and kinematics between S-start behaviors J. Exp. Biol. 207 535–44,Schriefer_2004,,
"Muller U K, van den Boogaart J G M and van Leeuwen J L 2008 Flow patterns of larval fish: undulatory swimming in the intermediate flow regime J. Exp. Biol. 211 196–205",Muller_etal_2008,,
"Currier, T. M., Lheron, S., & Modarres-Sadeghi, Y. (2020). A bio-inspired robotic fish utilizes the snap-through buckling of its spine to generate accelerations of more than 20g. Bioinspiration and Biomimetics, 15(5). https://doi.org/10.1088/1748-3190/ab9a14",Currier_etal_2021,,TRUE
"Ahlborn B, Harper D G, Blake R, Ahlborn D and Cam M 1991 Fish without footprints J. Theor. Biol. 148 521–33",Ahlborn_etal_1991,,FALSE
Wakeling J M 2001 Biomechanics of fast-start swimming in fish Comp. Biochem. Physiol. 131 31–40,Wakeling_2001,,FALSE
Hale M 2002 S-and c-start escape responses of the muskellunge (Esox masquinongy) require alternative neuromotor mechanisms J. Exp. Biol. 205 2005–16,Hale_2002,,FALSE
"Tytell E and Lauder G 2008 Hydrodynamics of the escape response in bluegill sunfish, Lepomis macrochirus J. Exp. Biol. 211 3359–69",Tytell_2008,,FALSE
"Borazjani I, Sotiropoulos F, Tytell E and Lauder G 2012 Hydrodynamics of the bluegill sunfish c-start escape response: three-dimensional simulations and comparison with experimental data J. Exp. Biol. 215 671–84",Borazjani_2012,,FALSE
Borazjani I 2013 The functional role of caudal and anal/dorsal fins during the c-start ofa bluegill sunfish J. Exp. Biol. 216 1658–69,Borazjani_2013,,FALSE
"Cailliet G, Andrews A, Wakefield W, Moreno G and Rhodes K 1999 Fish faunal and habitat analyses using trawls, camera sleds and submersibles in benthic deep-sea habitats off central California Oceanol. Acta 22 579–92",Cailliet_etal_1999,,FALSE
"ones E, Tselepides A, Bagley P, Collins M and Priede I 2003 Bathymetric distribution of some benthic and benthopelagic species attracted to baited cameras and traps in the deep eastern Mediterranean Mar. Ecol. Prog. Ser. 251 75–86",Jones_2003,,FALSE
"ones E, Tselepides A, Bagley P, Collins M and Priede I 2003 Bathymetric distribution of some benthic and benthopelagic species attracted to baited cameras and traps in the deep eastern Mediterranean Mar. Ecol. Prog. Ser. 251 75–86",Widder_2005,,FALSE
"Mann D, Hawkins A, Jech J, Webb J, Fay R and Popper A 2008 Active and passive acoustics to locate and study fish Fish Bioacoustics 279–309",Mann_2008,,FALSE
"Wynn R B et al 2014 Autonomous underwater vehicles (AUVs): their past, present and future contributions to the advancement of marine geoscience Mar. Geol. 352",Wynn_2014,,FALSE
"Jakuba M, Roman C, Singh H, Murphy C, Kunz C, Willis C, Sato T and Sohn R A 2008 Long-baseline acoustic navigation for under-ice autonomous underwater vehicle operations J. Field Robot. 25 861–79",Jakuba_etal_2008,,FALSE
McPhail S 2009 Autosub6000: a deep diving long range AUV J. Bionic Eng. 6 55–6,Mcphail_2009,,FALSE
Mayer L 2006 Frontiers in seafloor mapping and visualization Mar. Geophys. Res. 27 7–17,Mayer_2006,,FALSE
Weihs D 1973 The mechanism of rapid starting of slender fish Biorheology 10 343–50,Weihs_1973,,FALSE
"TriantafyllouM S, Triantafyllou G S and Yue D P 2000 Hydrodynamics of fishlike swimming Annu. Rev. Fluid Mech. 32 33–53",Triantafyllou_etal_2000,,FALSE
"Cazenille L, Collignon B, Chemtob Y, Bonnet F, Gribovskiy A, Mondada F, Bredeche N and Halloy J 2018 How mimetic should a robotic fish be to socially integrate into zebrafish groups? Bioinspiration Biomimetics 13 025001",Cazenille_etal_2018,,FALSE
"Raj A and Thakur A 2016 Fish-inspired robots: design, sensing, actuation, and autonomy a review of research Bioinspiration Biomimetics 11 031001",Raj_2016_c,,FALSE
Fish F and Lauder G 2006 Passive and active flow control by swimming fishes and mammals Annu. Rev. Fluid Mech. 38 193–224,Fish_2006,,FALSE
Bandyopadhyay P R 2002 Maneuvering hydrodynamics of fish and small underwater vehicles Integr. Comp. Biol. 42 102–17,Bandyopadhyay_2002,,FALSE
Mason R and Burdick J 2000 Construction and modelling of a carangiform robotic fish Experimental Robotics VI (Berlin: Springer) pp 235–42,Mason_2000_b,,FALSE
"Zhong Y, Song J, Yu H and Du R 2018 Toward a transform method from lighthill fish swimming model to biomimetic robot fish IEEE Robot. Autom. Lett. 3 2632–9",Zhong_etal_2018_b,,FALSE
"Zhong Y, Li Z and Du R 2013 The design and prototyping of a wire-driven robot fish with pectoral fins 2013 IEEE Int. Conf. on Robotics and Biomimetics (ROBIO) (Piscataway: IEEE) pp 1918–23",Zhong_etal_2013,,FALSE
"Su Z, Yu J, Tan M and Zhang J 2013 Implementing flexible and fast turning maneuvers of a multijoint robotic fish IEEE/ASME Trans. Mechatronics 19 329–38",Su_etal_2013,,FALSE
"Witt W C, Wen L and Lauder G V 2015 Hydrodynamics of C-start escape responses of fish as studied with simple physical models Integr. Comp. Biol. 55 728–39",Witt_etal_2015,,FALSE
"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel . I . Energetics. Journal of Experimental Biology, 192(July 1994), 13–31.",DewarGraham_1994a,,TRUE
"BEAMISH, F. W. H. (1978). Swimming capacity. In Fish Physiology, vol. VII (ed. W. S. Hoar and D. J.",Beamish_1978,,FALSE
"BENNETT, A. F. AND RUBEN, J. A. (1979). Endothermy and activity in vertebrates. Science 209, 649–654.",Bennett_1979,,FALSE
"BLACKBURN, M. (1968). Micronekton of the eastern tropical Pacific Ocean: Family composition, distribution, abundance and relations to tuna. Fishery Bull. Fish Wildl. Serv. U.S. 67, 71–115.",Blackburn_1968,,FALSE
"BOGGS, C. H. (1984). Tuna bioenergetics and hydrodynamics. PhD dissertation. University of Wisconsin, Madison.",Boggs_1984,,FALSE
"BONE, Q. (1978). Locomotor muscle. In Fish Physiology, vol.VII (ed. W. S. Hoar and D. J. Randall), pp.",Bone_1978,,FALSE
"BRETT, J. R. (1965). The relation of size to rate of oxygen consumption and sustained swimming speed of sockeye salmon (Oncorhynchus nerka). J. Fish. Res. Bd Can. 22, 1491–1501.",Brett_1965,,FALSE
"BRETT, J. R. (1985). Correction in use of oxycalorific equivalent. Can. J. Fish. aquatic Sci. 42, 1326–1327.",Brett_1985,,FALSE
"BRETT, J. R. AND GLASS, N. R. (1973). Metabolic rates and critical swimming speeds of sockeye salmon (Oncorhynchus nerka) in relation to size and temperature. J. Fish. Res. Bd Can. 30, 379–387.",Brett_1973,,FALSE
"BRILL, R. W. (1987). On the standard metabolic rates of tropical tunas, including the effect of body size and acute temperature change. Fishery Bull. Fish Wildl. Serv. U.S. 85, 25–35.",Brill_1987,,FALSE
"BRILL, R. W. AND BUSHNELL, P. G. (1991). Metabolic and cardiac scope of high energy demand teleosts, the tunas. Can. J. Zool. 69, 2002–2009.",Brill_1991,,FALSE
"BROWN, C. E. AND MUIR, B. S. (1970). Analysis of ram ventilation of fish gills with application to skipjack tuna (Katsuwonus pelamis). J. Fish. Res. Bd Can. 27, 1637–1652.",Brown_1970,,FALSE
"BUSHNELL, P. G. AND BRILL, R. W. (1991). Responses of swimming skipjack (Katsuwonus pelamis) and yellowfin (Thunnus albacares) tunas to acute hypoxia and a model of their cardiorespiratory function.",Bushnell_1991,,FALSE
"BUSHNELL, P. G., STEFFENSEN, J. G. AND JOHANSEN, K. (1984). Oxygen consumption and swimming performance in hypoxia-acclimated rainbow trout, Salmo gairdneri. J. exp. Biol. 13, 225–235.",Bushnell_etal_1984,,FALSE
"CAREY, F. G. AND TEAL, J. M. (1966). Heat conservation in tuna fish muscle. Proc. natn. Acad. Sci. U.S.A. 56, 1464–1469.",Carey_1966,,FALSE
"COLLETTE, B. B. AND NAUEN, C. E. (1983). Scombrids of the World. FAO Species Catalog. no. 125, 2.",Collette_1983,,FALSE
"DEWAR, H., GRAHAM, J. B. AND BRILL, R. W. (1994). Studies of tropical tuna swimming performance in a large water tunnel. II. Thermoregulation. J. exp. Biol. 192, 33–44.",Dewar_etal_1994_b,,FALSE
"DICKSON, K. A. (1988). Why are some fish endothermic? Interspecific comparisons of aerobic and anaerobic metabolic capabilities in endothermic and ectothermic scombrids. PhD dissertation. Scripps Institution of Oceanography, UCSD.",Dickson_1988,,FALSE
"DIZON, A. E. AND BRILL, R. W. (1979). Thermoregulation in tunas. Am. Zool. 19, 249–265.",Dizon_1979,,FALSE
"GORDON, M. S. (1968). Oxygen consumption of red and white muscle fibers from tuna fishes. Science",Gordon_1968,,FALSE
"GRAHAM, J. B. (1975). Heat exchange in the yellowfin tuna, Thunnus albacares, and skipjack tuna, Katsuwonus pelamis, and the adaptive significance of elevated body temperatures in scombroid fishes.",Graham_1975,,FALSE
"GRAHAM, J. B., DEWAR, H., LAI, N. C., LOWELL, W. R. AND ARCE, S. M. (1990). Aspects of shark swimming performance determined using a large water tunnel. J. exp. Biol. 151, 175–192.",Graham_etal_1990,,FALSE
"HOLLAND, K. N., BRILL, R. W. AND CHANG, R. K. C. (1990). Horizontal and vertical movements of yellowfin and bigeye tuna associated with fish aggregating devices. Fishery Bull. Fish Wildl. Serv. U.S. 88, 493–507.",Holland_etal_1990,,FALSE
"JOHNSTON, I. A. AND BRILL, R. W. (1984). Thermal dependence of contractile properties of single skinned muscle fibers from the Antarctic and various warm water marine fishes including skipjack tuna (Katsuwonus pelamis) and kawakawa (Euthynnus affinis). J. comp. Physiol. 155, 63–70.",Johnston_1984,,FALSE
"LAI, N. C., GRAHAM, J. B., LOWELL, R. W. AND LAURS, R. M. (1987). Pericardial and vascular pressures and blood flow in the albacore tuna, Thunnus alalunga. Exp. Biol. 46, 187–192.",Lai_etal_1987,,FALSE
"In Fish Physiology, vol. VII (ed. W. S. Hoar and D. J. Randall), pp. 240–315. New York: Academic Press.",Physiology_0000,,FALSE
"MATHER, F. J. (1962). Transatlantic migration of two large bluefin tuna. Cons. Perm. int. Explor. Mer.",Mather_1962,,FALSE
"NAKAMURA, E. L. (1972). Development and use of facilities for studying tuna behavior. In Behavior of Marine Animals, vol. II (ed. H. E. Winn and B. L. Olla), pp. 245–277. New York: Plenum Press.",Nakamura_1972,,FALSE
"OLSON, R. J. AND BOGGS, C. H. (1986). Apex predation by yellowfin tuna (Thunnus albacares): Independent estimates from gastric evacuation and stomach contents, bioenergetics and cesium concentrations. Can. J. Fish. aquatic Sci. 43, 1760–1775.",Olson_1986,,FALSE
"ROBERTS, J. L. (1978). Ram gill ventilation in fish. In The Physiological Ecology of Tunas (ed. G. D.",Roberts_1978,,FALSE
"ROME, L. C. (1990). Influence of temperature on muscle recruitment and muscle function in vivo. Am. J. Physiol. 259, R210–R222.",Rome_1990,,FALSE
"ROME, L. C. AND SOSNICKI, A. A. (1990). The influence of temperature on mechanics of red muscle in carp. J. Physiol., Lond. 427, 151–169.",Rome_1990_b,,FALSE
"SCHMIDT-NIELSEN, K. (1972). Locomotion: energy cost of swimming, flying and running. Science 177, 222–228.",Schmidt-Nielsen_1972,,FALSE
"STEVENS, E. D. AND FRY, F. E. J. (1971). Brain and muscle temperatures in ocean caught and captive skipjack tuna. Comp. Biochem. Physiol. 38A, 203–211.",Stevens_1971,,FALSE
"STEVENS, E. D. AND NEILL, W. H. (1978). Body temperature relations of tunas, especially skipjack. In Fish Physiology, vol. VII (ed. W. S. Hoar and D. J. Randall), pp. 316–360. New York: Academic Press.",Stevens_1978,,FALSE
"TOTA, B. (1978). Functional cardiac morphology and biochemistry in Atlantic Bluefin Tuna. In The Physiological Ecology of Tunas (ed. G. D. Sharp and A. E. Dizon), pp. 89–112. New York: Academic Press.",Tota_1978,,FALSE
"VIDELER, J. J. AND NOLET, B. A. (1990). Cost of swimming measured at optimum speed: scaling effects, differences between swimming styles, taxonomic groups and submerged and surface swimming.",Videler_1990,,FALSE
"WEBB, P. W. (1975). Hydrodynamics and energetics of fish propulsion. Bull. Fish. Res. Bd Can. 190, 1–158.",Webb_1975,,FALSE
"WILLIAMS, T. M., FRIEDL, W. A., FONG, M. L., YAMADA, R. M., SEDIVY, P. AND HAUN, J. E. (1992).",Williams_etal_1992,,FALSE
"YUEN, H. S. H. (1970). Behavior of skipjack tuna, Katsuwonus pelamis, as determined by tracking with ultrasonic devices. J. Fish. Res. Bd Can. 27, 2071–2079.",Yuen_1970,,FALSE
"Dewar, H., & Graham, J. B. (1994). Studies of Tropical Tuna Swimming Performance in a Large Water Tunnel - III. Kinematics. The Journal of Experimental Biology, 192(1), 45–59. http://www.ncbi.nlm.nih.gov/pubmed/9317308",DewarGraham_1994c,,TRUE
"CAREY, F. G. (1973). Fishes with warm bodies. Scient. Am. 228, 36–44.",Carey_1973_b,,FALSE
"GRAHAM, J. B. AND DICKSON, K. A. (1981). Physiological thermoregulation in the albacore tuna (Thunnus alalunga). Physiol. Zool. 54, 470–486.",Graham_1981,,FALSE
"GRAHAM, J. B., KOHERN, F. J. AND DICKSON, K. A. (1983). Distribution and relative proportions of red muscle in scombrid fishes: consequences of body size and the relationships to locomotion and endothermy. Can. J. Zool. 61, 2087–2096.",Graham_etal_1983,,FALSE
"GRAY, J. (1933). Studies in animal locomotion. I. The movements of fish with special reference to the eel. J. exp. Biol. 10, 88–104.",Gray_1933,,FALSE
"GREER-WALKER, M. AND PULL, G. (1975). A survey of red and white muscle in marine fishes. Fish Biol.",Greer-Walker_1975,,FALSE
"LIGHTHILL, M. J. (1977). Mathematical theories of fish swimming. In Fisheries Mathematics (ed. J. H.",Lighthill_1977,,FALSE
"MAGNUSON, J. J. (1970). Hydrostatic equilibrium of Euthynnus affinis, a pelagic teleost without a swim bladder. Copeia 1970, 56–85.",Magnuson_1970,,FALSE
"MAGNUSON, J. J. (1973). Comparative study of adaptations for continuous swimming and hydrostatic equilibrium of scombroid and xiphoid fishes. Fishery Bull. Fish Wildl. Serv. U.S. 71, 337–356.",Magnuson_1973,,FALSE
"NURSALL, J. R. (1956). The lateral musculature and the swimming of fish. Proc. zool. Soc. Lond. 126, 127–143.",Nursall_1956,,FALSE
"WARDLE, C. S. (1975). Limit of fish swimming speed. Nature 255, 725–727.",Wardle_1975,,FALSE
"WARDLE, C. S. AND HE, P. (1988). Burst swimming speeds of mackerel, Scomber scomber L. J. Fish Biol. 32, 471–478.",Wardle_1988,,FALSE
"WARDLE, C. S. AND VIDELER, J. J. (1980). How do fish break the speed limit? Nature 284, 445–447.",Wardle_1980,,FALSE
"WARDLE, C. S., VIDELER, J. J., ARIMOTO, T., FRANCO, J. M. AND HE, P. (1989). The muscle twitch and the maximum swimming speed of giant bluefin tuna, Thunnus thynnus, L. J. Fish Biol. 35, 129–137.",Wardle_etal_1989,,FALSE
"WEBB, P. W. (1992). The high cost of body/caudal fin undulatory swimming due to increased friction drag or inertial recoil. J. exp. Biol. 162, 157–166.",Webb_1992,,FALSE
"WU, T. Y. AND YATES, G. T. (1978). A comparative mechanophysiological study of fish locomotion with implications for tuna-like swimming mode. In The Physiological Ecology of Tunas (ed. G. D. Sharp and A. E. Dizon), pp. 313–337. New York: Academic Press.",Wu_1978,,FALSE
"YUEN, H. S. H. (1966). Swimming speeds of yellowfin and skipjack tuna. Am. Fish. Soc. Trans. 95, 203–208.",Yuen_1966,,FALSE
"Domenici, P., & Blake, R. W. (1997). The kinematics and performance of fish fast-start swimming. Journal of Experimental Biology, 200(8), 1165–1178. https://doi.org/10.1242/jeb.200.8.1165",DomeniciBlake_1997,,TRUE
"BEDDOW, T. A. AND JOHNSTON, I. A. (1995). Plasticity of muscle contractile properties following temperature acclimation in the marine fish Myoxocephalus scorpio. J. exp. Biol. 198, 193–201.",Beddow_1995,,FALSE
"BEDDOW, T. A., VAN LEEUWEN, J. L. AND JOHNSTON, I. A. (1995). Swimming kinematics of fast starts are altered by temperature acclimation in the marine fish Myoxocephalus scorpius. J. exp. Biol. 198, 203–208",Beddow_etal_1995_b,,FALSE
"BLAKE, R. W. (1983a). Fish Locomotion. Cambridge: Cambridge University Press.",Blake_1983,,FALSE
"BLAKE, R. W. (1983b). Swimming in the electric eel and knifefishes. Can. J. Zool. 61, 1432–1441.",Blake_1983_b,,FALSE
"BLAKE, R. W. (1996). Fish functional design and swimming performance. J. Fish Biol. (in press).",Blake_1996,,FALSE
"BLAXTER, J. H. S. AND FUIMAN, L. A. (1990). The role of sensory systems of herring larvae in evading predatory fishes. J. mar. Biol. Ass. U.K. 61, 851–869.",Blaxter_1990,,FALSE
"BLAXTER, J. H. S., GRAY, J. A. B. AND DENTON, E. J. (1981). Sound and startle responses in herring shoals. J. mar. Biol. Ass. U.K. 61, 851–869.",Blaxter_etal_1981,,FALSE
"BRÖNMARK, C. AND MINER, J. G. (1992). Predator-induced phenotypical change in body morphology in crucian carp. Science",Broenmark_1992,,FALSE
"CANFIELD, J. G. AND ROSE, G. J. (1993). Activation of Mauthner neurons during prey capture. J. comp. Physiol. A 172, 611–618.",Canfield_1993,,FALSE
"CARLING, J. C., BOWTELL, G. AND WILLIAMS, T. L. (1994). Swimming in the lamprey: modelling the neural pattern generation, the body dynamics and the fluid mechanics. In Mechanics and Physiology of Animal Swimming (ed. L. Maddock, Q. Bone and J. M. V. Rayner), pp. 119–132. Cambridge: Cambridge University Press.",Carling_etal_1994,,FALSE
"COVELL, W. C., SMITH, D. M., HARPER, D. G. AND BLAKE, R. W. (1991). Skeletal muscle deformation in the lateral muscle of the intact rainbow trout Salmo gairdneri during fast-start manoeuvers.",Covell_etal_1991,,FALSE
"DANIEL, T. L. AND WEBB, P. W. (1987). Physical determinants of locomotion. In Comparative Physiology: Life in Water and on Land (ed. P. Dejours, L. Bolis, C. R. Taylor and E. R. Weibel), pp.",Daniel_1987,,FALSE
"DILL, L. M. (1974). The escape response of the zebra danio (Brachydanio rerio). I. The stimulus for escape. Anim. Behav. 22, 710–721.",Dill_1974,,FALSE
"DOMENICI, P. AND BATTY, R. S. (1994). Escape manoeuvres of schooling Clupea harengus. J. Fish Biol. 45 (Suppl. A), 97–110.",Domenici_1994,,FALSE
"DOMENICI, P. AND BATTY, R. S. (1997). The escape behaviour of solitary herring and comparisons with schooling individuals. Mar. Biol. (in press).",Domenici_1997_b,,FALSE
"DOMENICI, P. AND BLAKE, R. W. (1993a). Escape trajectories in angelfish (Pterophyllum eimekei). J. exp. Biol. 177, 253–272.",Domenici_1993,,FALSE
"DOMENICI, P. AND BLAKE, R. W. (1993b). The effect of size on the kinematics and performance of angelfish (Pterophyllum eimekei)",Domenici_1993_b,,FALSE
"DUBOIS, A. B., CAVAGNA, G. A. AND FOX, R. S. (1976). Locomotion of bluefish. J. exp. Zool. 195, 223–226.",Dubois_etal_1976,,FALSE
"EATON, R. C., BOMBARDIERI, R. A. AND MEYER, O. H. (1977). The Mauthner-initiated startle response in teleost fish. J. exp. Biol. 66, 65–81.",Eaton_etal_1977,,FALSE
"EATON, R. C., DIDOMENICO, R. AND NISSANOV, J. (1988). Flexible body dynamics of the goldfish C-start: implication for reticulospinal command mechanism. J. Neurosci. 8, 2758–2768.",Eaton_etal_1988,,FALSE
"EATON, R. C. AND EMBERLEY, D. S. (1991). How stimulus direction determines the trajectory of the Mauthner-initiated escape response in a teleost fish. J. exp. Biol. 161, 469–487.",Eaton_1991,,FALSE
"EATON, R. C. AND HACKETT, J. T. (1984). The role of Mauthner cells in fast-starts involving escape in teleost fish. In Neural Mechanisms of Startle Behavior (ed. R. C. Eaton), pp. 213–266. New York: Plenum Press.",Eaton_1984,,FALSE
"EATON, R. C., NISSANOV, J. AND DIDOMENICO, R. (1991). The role of the Mauthner cell in sensorimotor integration by the brainstem escape network. Brain Behav. Evol. 37, 272–285.",Eaton_etal_1991_b,,FALSE
"EATON, R. C., NISSANOV, J. AND WIELAND, C. M. (1984). Differential activation of Mauthner and non-Mauthner startle circuits in zebrafish: Implication for functional substitution. J. comp. Physiol. A 155, 813–820.",Eaton_etal_1984_b,,FALSE
"FERNALD, R. D. (1975). Fast body turns in a cichlid fish. Nature 258, 228–229.",Fernald_1975,,FALSE
"FOREMAN, M. B. AND EATON, R. C. (1993). The direction change concept for reticulospinal control of goldfish escape. J. Neurosci.",Foreman_1993,,FALSE
"FRITH, H. R. AND BLAKE, R. W. (1991). Mechanics of the startle response in the northern pike, Esox lucius. Can. J. Zool. 69, 2831–2839.",Frith_1991,,FALSE
"FRITH, H. R. AND BLAKE, R. W. (1995). The mechanical power output and the hydromechanical efficiency of northern pike (Esox lucius) fast-starts. J. exp. Biol. 198, 1863–1873.",Frith_1995,,FALSE
"GAMPERL, A. K., SCHNURR, D. L. AND STEVENS, E. D. (1991). Effect of a sprint-training protocol on acceleration performance in rainbow trout (Salmo gairdneri). Can. J. Zool. 69, 578–582.",Gamperl_etal_1991,,FALSE
"HAMBRIGHT, D. K. (1991). Experimental analysis of prey selection by largemouth bass: role of predator mouth width and prey body depth.",Hambright_1991,,FALSE
"HARPER, D. G. AND BLAKE, R. W. (1988). Energetics of piscivorous predator–prey interactions. J. theor. Biol. 134, 59–76.",Harper_1988,,FALSE
"HOBSON, E. S. (1974). Feeding relationship of teleostean fishes of coral reefs in Kona, Hawaii. Fishery Bull. Fish Wildl. Serv. U.S.",Hobson_1974,,FALSE
"HOOGLAND, R., MORRIS, D. AND TINBERGEN, N. (1956). The spines of sticklebacks (Gasterosteus and Pygosteus) as a means of defence against predators (Perca and Esox). Behaviour 10, 205–236.",Hoogland_etal_1956,,FALSE
"HOWLAND, H. C. (1974). Optimal strategies for predator avoidance: the relative importance of speed and manoeuvrability. J. theor. Biol. 134, 56–76.",Howland_1974,,FALSE
"HUNTER, J. R. (1972). Swimming and feeding behaviour of larval anchovies Engraulis mordax. Fishery Bull. Fish Wildl. Serv. U.S.",Hunter_1972,,FALSE
"JAYNE, B. C. AND LAUDER, G. V. (1993). Red and white muscle activity and kinematics of the escape response of bluegill sunfish during swimming. J. comp. Physiol. A 173, 495–508.",Jayne_1993,,FALSE
"JOHNSON, T. J. AND BENNETT, A. F. (1995). The thermal acclimation of burst escape performance in fish: an integrated study of molecular and cellular physiology and organismal performance. J.",Johnson_1995,,FALSE
"JOHNSON, T. J., CULLUM, A. J. AND BENNETT, A. F. (1993). The thermal dependence of C-start performance in fish: Physiological versus biophysical effects. Am. Zool. 33, 65A.",Johnson_etal_1993,,FALSE
